epoch,corr_crowd_mxnet,loss,mean_squared_error,val_corr_crowd_mxnet,val_loss,val_mean_squared_error
76,0.8720830585807562,0.23383787262719125,0.002799864817006892,0.8447657860815525,0.279442906845361,0.003372540282725822
77,0.8729244973510504,0.23286549211479723,0.0028019557089464797,0.8427070826292038,0.2825733940117061,0.0035335343054612167
78,0.8734821793623269,0.23201704636448994,0.002794383644413756,0.8383093327283859,0.2890114542096853,0.0034381340665277094
79,0.8739787673112005,0.23103326314594597,0.0027928637987315597,0.8329052124172449,0.298802403267473,0.003929442536900751
80,0.8724449041765183,0.23344322631601244,0.0028030556950398022,0.8379062376916409,0.29050172539427876,0.0035881821168004535
81,0.873685704311356,0.23136623483151197,0.00278580601889189,0.8309480436146259,0.3005579989403486,0.0037048989324830472
82,0.8739559527020901,0.23115028988104314,0.002783218374588614,0.8379155974835157,0.2902585151605308,0.0035559087991714478
83,0.8745328558143228,0.230008676298894,0.0027837358102260623,0.8360061831772327,0.2928171665407717,0.0036673851354862563
84,0.8743959977291524,0.2306274708826095,0.002795310099827475,0.8419384621083736,0.2837990145199001,0.003438016923610121
85,0.874144118046388,0.2308266573236324,0.002783477897537523,0.8436259794980288,0.28069888940081,0.0033450059927417897
86,0.873890943126753,0.23094823374412954,0.0027815844318865857,0.845983637496829,0.2770122103393078,0.0034349525958532467
87,0.8740842044353485,0.23090687626972795,0.0027847316305269487,0.8351028542965651,0.2949465261772275,0.0037864217738388106
88,0.8741045319475234,0.23084068816388026,0.00279155495491068,0.8355810064822435,0.29334980761632323,0.0036269385964260437
89,0.874840393429622,0.22957164578838274,0.002783192230253917,0.8398198485374451,0.28732892917469144,0.0036630412650993094
90,0.8750924144405872,0.2292965206434019,0.002782879471851629,0.839143006131053,0.28707193257287145,0.003462123444478493
91,0.8743907818570733,0.23021661292295903,0.002795127277749998,0.8405396360903978,0.2862203847616911,0.003486387482553255
92,0.8749774554744363,0.22931405453709885,0.002781109889383515,0.834423491731286,0.295913711655885,0.0037895034402026795
93,0.8749809509608895,0.22925264993682504,0.002772840490706585,0.8409089855849743,0.2837545471265912,0.0033953234596992843
94,0.8751631765626371,0.22876740689389408,0.0027780645141319837,0.8381715137511492,0.28776472760364413,0.003584898018743843
95,0.8754341758321971,0.2284231653320603,0.0027653277907120355,0.8329851794987917,0.2987000420689583,0.00377432482491713
96,0.8756052772514522,0.22829922114033252,0.0027835236792270734,0.8414327278733253,0.28406167309731245,0.00353505842940649
97,0.8754750178195536,0.22835374367423356,0.0027778216635852004,0.8376574348658323,0.29126690328121185,0.0036412473709788173
98,0.8754601804539561,0.22838735667755827,0.002763832884738804,0.8418722748756409,0.28252967493608594,0.0034403970566927455
99,0.8764110901392996,0.22688684397144243,0.002774061341824563,0.8460992705076933,0.27661494445055723,0.0033440608240198344
100,0.877272354438901,0.22553912160219625,0.0027706142063834704,0.8396060895174742,0.2881119414232671,0.003738764818990603
101,0.8771741976961493,0.22573167708469555,0.00277028267737478,0.8347616195678711,0.29520543199032545,0.003833020629826933
102,0.876058945665136,0.2274598004296422,0.0027643344565149164,0.8333902638405561,0.297811861615628,0.004038321181724314
103,0.8775085227098316,0.2250409038970247,0.0027769273865487776,0.8363422006368637,0.29340849071741104,0.003917235393601004
104,0.8769698857795447,0.22592491353861988,0.0027674718653543096,0.8220586646348238,0.3162257927469909,0.004086907414603047
105,0.8773320117034018,0.22546938830055296,0.0027645593095257937,0.8332982566207647,0.29821256594732404,0.003876673203194514
106,0.8771374400239438,0.22581314510898665,0.0027700404457391414,0.8317347932606936,0.30044005112722516,0.004050701281812508
107,0.877362534403801,0.22506716917268932,0.002769195521977963,0.8320716321468353,0.29914509039372206,0.003780587787332479
108,0.8764919412788004,0.2267321430845186,0.0027727109554689378,0.8268241714686155,0.3104102211073041,0.00401714594772784
109,0.8766811697278172,0.22646126756444573,0.002754467379872949,0.8415739443153143,0.2832332472316921,0.0034526845847722143
110,0.8775411404203624,0.2250881667714566,0.002755188094397454,0.8325511682778597,0.2979011591523886,0.0037117136453161947
111,0.8769327159970999,0.2259010276175104,0.0027611577820607636,0.830492539331317,0.302739838603884,0.003976384410634637
112,0.8771027070470154,0.22582919232081622,0.0027765830627686228,0.8333217650651932,0.29805585788562894,0.0039320875439443626
113,0.8767401147633791,0.22631326044211164,0.0027685828326866613,0.8307062890380621,0.3026013639755547,0.003926762539776973
114,0.8789676784072071,0.22264029073994607,0.0027505616822054435,0.8350144028663635,0.2953480132855475,0.0038118416850920767
115,0.8785156419035047,0.22346118977293372,0.002765577612535708,0.8157161418348551,0.32726040622219443,0.004359662176284473
116,0.879127569263801,0.22254696796881035,0.002764712105090439,0.8355571758002043,0.2941423114389181,0.003863792539050337
117,0.8785379715263844,0.2235053560580127,0.0027560457037907327,0.8413043692708015,0.28284462401643395,0.0033915644817170687
118,0.8793946709483862,0.2220838371431455,0.002761090267995314,0.8346993308514357,0.29534412967041135,0.0037567890249192715
119,0.8792343786917627,0.22209408466005698,0.0027524934776010923,0.8276346065104008,0.30561065673828125,0.0038355452779796906
